   1: UNIQUE_HIDEOUT                                                   : Hideout Construction Kit
8563: T8_2H_DUALSCIMITAR_UNDEAD                                        : Elder's Galatine Pair
8564: T8_2H_DUALSCIMITAR_UNDEAD@1                                      : Elder's Galatine Pair
8565: T8_2H_DUALSCIMITAR_UNDEAD@2                                      : Elder's Galatine Pair
8566: T8_2H_DUALSCIMITAR_UNDEAD@3                                      : Elder's Galatine Pair
8567: T8_2H_DUALSCIMITAR_UNDEAD@4                                      : Elder's Galatine Pair
8568: T4_2H_CLAYMORE_AVALON                                            : Adept's Kingmaker
8569: T4_2H_CLAYMORE_AVALON@1                                          : Adept's Kingmaker
8570: T4_2H_CLAYMORE_AVALON@2                                          : Adept's Kingmaker
8571: T4_2H_CLAYMORE_AVALON@3                                          : Adept's Kingmaker
8572: T4_2H_CLAYMORE_AVALON@4                                          : Adept's Kingmaker
8573: T5_2H_CLAYMORE_AVALON                                            : Expert's Kingmaker
8574: T5_2H_CLAYMORE_AVALON@1                                          : Expert's Kingmaker
8575: T5_2H_CLAYMORE_AVALON@2                                          : Expert's Kingmaker
8576: T5_2H_CLAYMORE_AVALON@3                                          : Expert's Kingmaker
8577: T5_2H_CLAYMORE_AVALON@4                                          : Expert's Kingmaker
8578: T6_2H_CLAYMORE_AVALON                                            : Master's Kingmaker
8579: T6_2H_CLAYMORE_AVALON@1                                          : Master's Kingmaker
8580: T6_2H_CLAYMORE_AVALON@2                                          : Master's Kingmaker
8581: T6_2H_CLAYMORE_AVALON@3                                          : Master's Kingmaker
8582: T6_2H_CLAYMORE_AVALON@4                                          : Master's Kingmaker
8583: T7_2H_CLAYMORE_AVALON                                            : Grandmaster's Kingmaker
8584: T7_2H_CLAYMORE_AVALON@1                                          : Grandmaster's Kingmaker
8585: T7_2H_CLAYMORE_AVALON@2                                          : Grandmaster's Kingmaker
8586: T7_2H_CLAYMORE_AVALON@3                                          : Grandmaster's Kingmaker
8587: T7_2H_CLAYMORE_AVALON@4                                          : Grandmaster's Kingmaker
8588: T8_2H_CLAYMORE_AVALON                                            : Elder's Kingmaker
8589: T8_2H_CLAYMORE_AVALON@1                                          : Elder's Kingmaker
8590: T8_2H_CLAYMORE_AVALON@2                                          : Elder's Kingmaker
8591: T8_2H_CLAYMORE_AVALON@3                                          : Elder's Kingmaker
8592: T8_2H_CLAYMORE_AVALON@4                                          : Elder's Kingmaker
8593: T4_MAIN_SWORD_CRYSTAL                                            : Adept's Infinity Blade
8594: T4_MAIN_SWORD_CRYSTAL@1                                          : Adept's Infinity Blade
8595: T4_MAIN_SWORD_CRYSTAL@2                                          : Adept's Infinity Blade
8596: T4_MAIN_SWORD_CRYSTAL@3                                          : Adept's Infinity Blade
8597: T4_MAIN_SWORD_CRYSTAL@4                                          : Adept's Infinity Blade
8598: T5_MAIN_SWORD_CRYSTAL                                            : Expert's Infinity Blade
8599: T5_MAIN_SWORD_CRYSTAL@1                                          : Expert's Infinity Blade
8600: T5_MAIN_SWORD_CRYSTAL@2                                          : Expert's Infinity Blade
8601: T5_MAIN_SWORD_CRYSTAL@3                                          : Expert's Infinity Blade
8602: T5_MAIN_SWORD_CRYSTAL@4                                          : Expert's Infinity Blade
8603: T6_MAIN_SWORD_CRYSTAL                                            : Master's Infinity Blade
8604: T6_MAIN_SWORD_CRYSTAL@1                                          : Master's Infinity Blade
8605: T6_MAIN_SWORD_CRYSTAL@2                                          : Master's Infinity Blade
8606: T6_MAIN_SWORD_CRYSTAL@3                                          : Master's Infinity Blade
8607: T6_MAIN_SWORD_CRYSTAL@4                                          : Master's Infinity Blade
8608: T7_MAIN_SWORD_CRYSTAL                                            : Grandmaster's Infinity Blade
8609: T7_MAIN_SWORD_CRYSTAL@1                                          : Grandmaster's Infinity Blade
8610: T7_MAIN_SWORD_CRYSTAL@2                                          : Grandmaster's Infinity Blade
8611: T7_MAIN_SWORD_CRYSTAL@3                                          : Grandmaster's Infinity Blade
8612: T7_MAIN_SWORD_CRYSTAL@4                                          : Grandmaster's Infinity Blade
8613: T8_MAIN_SWORD_CRYSTAL                                            : Elder's Infinity Blade
8614: T8_MAIN_SWORD_CRYSTAL@1                                          : Elder's Infinity Blade
8615: T8_MAIN_SWORD_CRYSTAL@2                                          : Elder's Infinity Blade
8616: T8_MAIN_SWORD_CRYSTAL@3                                          : Elder's Infinity Blade
8617: T8_MAIN_SWORD_CRYSTAL@4                                          : Elder's Infinity Blade
8618: T3_2H_QUARTERSTAFF                                               : Journeyman's Quarterstaff
8619: T4_2H_QUARTERSTAFF                                               : Adept's Quarterstaff
8620: T4_2H_QUARTERSTAFF@1                                             : Adept's Quarterstaff
8621: T4_2H_QUARTERSTAFF@2                                             : Adept's Quarterstaff
8622: T4_2H_QUARTERSTAFF@3                                             : Adept's Quarterstaff
8623: T4_2H_QUARTERSTAFF@4                                             : Adept's Quarterstaff
8624: T5_2H_QUARTERSTAFF                                               : Expert's Quarterstaff
8625: T5_2H_QUARTERSTAFF@1                                             : Expert's Quarterstaff
8626: T5_2H_QUARTERSTAFF@2                                             : Expert's Quarterstaff
8627: T5_2H_QUARTERSTAFF@3                                             : Expert's Quarterstaff
8628: T5_2H_QUARTERSTAFF@4                                             : Expert's Quarterstaff
8629: T6_2H_QUARTERSTAFF                                               : Master's Quarterstaff
8630: T6_2H_QUARTERSTAFF@1                                             : Master's Quarterstaff
8631: T6_2H_QUARTERSTAFF@2                                             : Master's Quarterstaff
8632: T6_2H_QUARTERSTAFF@3                                             : Master's Quarterstaff
8633: T6_2H_QUARTERSTAFF@4                                             : Master's Quarterstaff
8634: T7_2H_QUARTERSTAFF                                               : Grandmaster's Quarterstaff
8635: T7_2H_QUARTERSTAFF@1                                             : Grandmaster's Quarterstaff
8636: T7_2H_QUARTERSTAFF@2                                             : Grandmaster's Quarterstaff
8637: T7_2H_QUARTERSTAFF@3                                             : Grandmaster's Quarterstaff
8638: T7_2H_QUARTERSTAFF@4                                             : Grandmaster's Quarterstaff
8639: T8_2H_QUARTERSTAFF                                               : Elder's Quarterstaff
8640: T8_2H_QUARTERSTAFF@1                                             : Elder's Quarterstaff
8641: T8_2H_QUARTERSTAFF@2                                             : Elder's Quarterstaff
8642: T8_2H_QUARTERSTAFF@3                                             : Elder's Quarterstaff
8643: T8_2H_QUARTERSTAFF@4                                             : Elder's Quarterstaff
8644: T4_2H_IRONCLADEDSTAFF                                            : Adept's Iron-clad Staff
8645: T4_2H_IRONCLADEDSTAFF@1                                          : Adept's Iron-clad Staff
8646: T4_2H_IRONCLADEDSTAFF@2                                          : Adept's Iron-clad Staff
8647: T4_2H_IRONCLADEDSTAFF@3                                          : Adept's Iron-clad Staff
8648: T4_2H_IRONCLADEDSTAFF@4                                          : Adept's Iron-clad Staff
8649: T5_2H_IRONCLADEDSTAFF                                            : Expert's Iron-clad Staff
8650: T5_2H_IRONCLADEDSTAFF@1                                          : Expert's Iron-clad Staff
8651: T5_2H_IRONCLADEDSTAFF@2                                          : Expert's Iron-clad Staff
8652: T5_2H_IRONCLADEDSTAFF@3                                          : Expert's Iron-clad Staff
8653: T5_2H_IRONCLADEDSTAFF@4                                          : Expert's Iron-clad Staff
8654: T6_2H_IRONCLADEDSTAFF                                            : Master's Iron-clad Staff
8655: T6_2H_IRONCLADEDSTAFF@1                                          : Master's Iron-clad Staff
8656: T6_2H_IRONCLADEDSTAFF@2                                          : Master's Iron-clad Staff
8657: T6_2H_IRONCLADEDSTAFF@3                                          : Master's Iron-clad Staff
8658: T6_2H_IRONCLADEDSTAFF@4                                          : Master's Iron-clad Staff
8659: T7_2H_IRONCLADEDSTAFF                                            : Grandmaster's Iron-clad Staff
8660: T7_2H_IRONCLADEDSTAFF@1                                          : Grandmaster's Iron-clad Staff
8661: T7_2H_IRONCLADEDSTAFF@2                                          : Grandmaster's Iron-clad Staff
8662: T7_2H_IRONCLADEDSTAFF@3                                          : Grandmaster's Iron-clad Staff
8663: T7_2H_IRONCLADEDSTAFF@4                                          : Grandmaster's Iron-clad Staff
8664: T8_2H_IRONCLADEDSTAFF                                            : Elder's Iron-clad Staff
8665: T8_2H_IRONCLADEDSTAFF@1                                          : Elder's Iron-clad Staff
8666: T8_2H_IRONCLADEDSTAFF@2                                          : Elder's Iron-clad Staff
8667: T8_2H_IRONCLADEDSTAFF@3                                          : Elder's Iron-clad Staff
8668: T8_2H_IRONCLADEDSTAFF@4                                          : Elder's Iron-clad Staff
8669: T4_2H_DOUBLEBLADEDSTAFF                                          : Adept's Double Bladed Staff
8670: T4_2H_DOUBLEBLADEDSTAFF@1                                        : Adept's Double Bladed Staff
8671: T4_2H_DOUBLEBLADEDSTAFF@2                                        : Adept's Double Bladed Staff
8672: T4_2H_DOUBLEBLADEDSTAFF@3                                        : Adept's Double Bladed Staff
8673: T4_2H_DOUBLEBLADEDSTAFF@4                                        : Adept's Double Bladed Staff
8674: T5_2H_DOUBLEBLADEDSTAFF                                          : Expert's Double Bladed Staff
8675: T5_2H_DOUBLEBLADEDSTAFF@1                                        : Expert's Double Bladed Staff
8676: T5_2H_DOUBLEBLADEDSTAFF@2                                        : Expert's Double Bladed Staff
8677: T5_2H_DOUBLEBLADEDSTAFF@3                                        : Expert's Double Bladed Staff
8678: T5_2H_DOUBLEBLADEDSTAFF@4                                        : Expert's Double Bladed Staff
8679: T6_2H_DOUBLEBLADEDSTAFF                                          : Master's Double Bladed Staff
8680: T6_2H_DOUBLEBLADEDSTAFF@1                                        : Master's Double Bladed Staff
8681: T6_2H_DOUBLEBLADEDSTAFF@2                                        : Master's Double Bladed Staff
8682: T6_2H_DOUBLEBLADEDSTAFF@3                                        : Master's Double Bladed Staff
8683: T6_2H_DOUBLEBLADEDSTAFF@4                                        : Master's Double Bladed Staff
8684: T7_2H_DOUBLEBLADEDSTAFF                                          : Grandmaster's Double Bladed Staff
8685: T7_2H_DOUBLEBLADEDSTAFF@1                                        : Grandmaster's Double Bladed Staff
8686: T7_2H_DOUBLEBLADEDSTAFF@2                                        : Grandmaster's Double Bladed Staff
8687: T7_2H_DOUBLEBLADEDSTAFF@3                                        : Grandmaster's Double Bladed Staff
8688: T7_2H_DOUBLEBLADEDSTAFF@4                                        : Grandmaster's Double Bladed Staff
8689: T8_2H_DOUBLEBLADEDSTAFF                                          : Elder's Double Bladed Staff
8690: T8_2H_DOUBLEBLADEDSTAFF@1                                        : Elder's Double Bladed Staff
8691: T8_2H_DOUBLEBLADEDSTAFF@2                                        : Elder's Double Bladed Staff
8692: T8_2H_DOUBLEBLADEDSTAFF@3                                        : Elder's Double Bladed Staff
8693: T8_2H_DOUBLEBLADEDSTAFF@4                                        : Elder's Double Bladed Staff
8694: T4_2H_COMBATSTAFF_MORGANA                                        : Adept's Black Monk Stave
8695: T4_2H_COMBATSTAFF_MORGANA@1                                      : Adept's Black Monk Stave
8696: T4_2H_COMBATSTAFF_MORGANA@2                                      : Adept's Black Monk Stave
8697: T4_2H_COMBATSTAFF_MORGANA@3                                      : Adept's Black Monk Stave
8698: T4_2H_COMBATSTAFF_MORGANA@4                                      : Adept's Black Monk Stave
8699: T5_2H_COMBATSTAFF_MORGANA                                        : Expert's Black Monk Stave
8700: T5_2H_COMBATSTAFF_MORGANA@1                                      : Expert's Black Monk Stave
8701: T5_2H_COMBATSTAFF_MORGANA@2                                      : Expert's Black Monk Stave
8702: T5_2H_COMBATSTAFF_MORGANA@3                                      : Expert's Black Monk Stave
8703: T5_2H_COMBATSTAFF_MORGANA@4                                      : Expert's Black Monk Stave
8704: T6_2H_COMBATSTAFF_MORGANA                                        : Master's Black Monk Stave
8705: T6_2H_COMBATSTAFF_MORGANA@1                                      : Master's Black Monk Stave
8706: T6_2H_COMBATSTAFF_MORGANA@2                                      : Master's Black Monk Stave
8707: T6_2H_COMBATSTAFF_MORGANA@3                                      : Master's Black Monk Stave
8708: T6_2H_COMBATSTAFF_MORGANA@4                                      : Master's Black Monk Stave
8709: T7_2H_COMBATSTAFF_MORGANA                                        : Grandmaster's Black Monk Stave
8710: T7_2H_COMBATSTAFF_MORGANA@1                                      : Grandmaster's Black Monk Stave
8711: T7_2H_COMBATSTAFF_MORGANA@2                                      : Grandmaster's Black Monk Stave
8712: T7_2H_COMBATSTAFF_MORGANA@3                                      : Grandmaster's Black Monk Stave
8713: T7_2H_COMBATSTAFF_MORGANA@4                                      : Grandmaster's Black Monk Stave
8714: T8_2H_COMBATSTAFF_MORGANA                                        : Elder's Black Monk Stave
8715: T8_2H_COMBATSTAFF_MORGANA@1                                      : Elder's Black Monk Stave
8716: T8_2H_COMBATSTAFF_MORGANA@2                                      : Elder's Black Monk Stave
8717: T8_2H_COMBATSTAFF_MORGANA@3                                      : Elder's Black Monk Stave
8718: T8_2H_COMBATSTAFF_MORGANA@4                                      : Elder's Black Monk Stave
8719: T4_2H_TWINSCYTHE_HELL                                            : Adept's Soulscythe
8720: T4_2H_TWINSCYTHE_HELL@1                                          : Adept's Soulscythe
8721: T4_2H_TWINSCYTHE_HELL@2                                          : Adept's Soulscythe
8722: T4_2H_TWINSCYTHE_HELL@3                                          : Adept's Soulscythe
8723: T4_2H_TWINSCYTHE_HELL@4                                          : Adept's Soulscythe
8724: T5_2H_TWINSCYTHE_HELL                                            : Expert's Soulscythe
8725: T5_2H_TWINSCYTHE_HELL@1                                          : Expert's Soulscythe
8726: T5_2H_TWINSCYTHE_HELL@2                                          : Expert's Soulscythe
8727: T5_2H_TWINSCYTHE_HELL@3                                          : Expert's Soulscythe
8728: T5_2H_TWINSCYTHE_HELL@4                                          : Expert's Soulscythe
8729: T6_2H_TWINSCYTHE_HELL                                            : Master's Soulscythe
8730: T6_2H_TWINSCYTHE_HELL@1                                          : Master's Soulscythe
8731: T6_2H_TWINSCYTHE_HELL@2                                          : Master's Soulscythe
8732: T6_2H_TWINSCYTHE_HELL@3                                          : Master's Soulscythe
8733: T6_2H_TWINSCYTHE_HELL@4                                          : Master's Soulscythe
8734: T7_2H_TWINSCYTHE_HELL                                            : Grandmaster's Soulscythe
8735: T7_2H_TWINSCYTHE_HELL@1                                          : Grandmaster's Soulscythe
8736: T7_2H_TWINSCYTHE_HELL@2                                          : Grandmaster's Soulscythe
8737: T7_2H_TWINSCYTHE_HELL@3                                          : Grandmaster's Soulscythe
8738: T7_2H_TWINSCYTHE_HELL@4                                          : Grandmaster's Soulscythe
8739: T8_2H_TWINSCYTHE_HELL                                            : Elder's Soulscythe
8740: T8_2H_TWINSCYTHE_HELL@1                                          : Elder's Soulscythe
8741: T8_2H_TWINSCYTHE_HELL@2                                          : Elder's Soulscythe
8742: T8_2H_TWINSCYTHE_HELL@3                                          : Elder's Soulscythe
8743: T8_2H_TWINSCYTHE_HELL@4                                          : Elder's Soulscythe
8744: T4_2H_ROCKSTAFF_KEEPER                                           : Adept's Staff of Balance
8745: T4_2H_ROCKSTAFF_KEEPER@1                                         : Adept's Staff of Balance
8746: T4_2H_ROCKSTAFF_KEEPER@2                                         : Adept's Staff of Balance
8747: T4_2H_ROCKSTAFF_KEEPER@3                                         : Adept's Staff of Balance
8748: T4_2H_ROCKSTAFF_KEEPER@4                                         : Adept's Staff of Balance
8749: T5_2H_ROCKSTAFF_KEEPER                                           : Expert's Staff of Balance
8750: T5_2H_ROCKSTAFF_KEEPER@1                                         : Expert's Staff of Balance
8751: T5_2H_ROCKSTAFF_KEEPER@2                                         : Expert's Staff of Balance
8752: T5_2H_ROCKSTAFF_KEEPER@3                                         : Expert's Staff of Balance
8753: T5_2H_ROCKSTAFF_KEEPER@4                                         : Expert's Staff of Balance
8754: T6_2H_ROCKSTAFF_KEEPER                                           : Master's Staff of Balance
8755: T6_2H_ROCKSTAFF_KEEPER@1                                         : Master's Staff of Balance
8756: T6_2H_ROCKSTAFF_KEEPER@2                                         : Master's Staff of Balance
8757: T6_2H_ROCKSTAFF_KEEPER@3                                         : Master's Staff of Balance
8758: T6_2H_ROCKSTAFF_KEEPER@4                                         : Master's Staff of Balance
8759: T7_2H_ROCKSTAFF_KEEPER                                           : Grandmaster's Staff of Balance
8760: T7_2H_ROCKSTAFF_KEEPER@1                                         : Grandmaster's Staff of Balance
8761: T7_2H_ROCKSTAFF_KEEPER@2                                         : Grandmaster's Staff of Balance
8762: T7_2H_ROCKSTAFF_KEEPER@3                                         : Grandmaster's Staff of Balance
8763: T7_2H_ROCKSTAFF_KEEPER@4                                         : Grandmaster's Staff of Balance
8764: T8_2H_ROCKSTAFF_KEEPER                                           : Elder's Staff of Balance
8765: T8_2H_ROCKSTAFF_KEEPER@1                                         : Elder's Staff of Balance
8766: T8_2H_ROCKSTAFF_KEEPER@2                                         : Elder's Staff of Balance
8767: T8_2H_ROCKSTAFF_KEEPER@3                                         : Elder's Staff of Balance
8768: T8_2H_ROCKSTAFF_KEEPER@4                                         : Elder's Staff of Balance
8769: T4_2H_QUARTERSTAFF_AVALON                                        : Adept's Grailseeker
8770: T4_2H_QUARTERSTAFF_AVALON@1                                      : Adept's Grailseeker
8771: T4_2H_QUARTERSTAFF_AVALON@2                                      : Adept's Grailseeker
8772: T4_2H_QUARTERSTAFF_AVALON@3                                      : Adept's Grailseeker
8773: T4_2H_QUARTERSTAFF_AVALON@4                                      : Adept's Grailseeker
8774: T5_2H_QUARTERSTAFF_AVALON                                        : Expert's Grailseeker
8775: T5_2H_QUARTERSTAFF_AVALON@1                                      : Expert's Grailseeker
8776: T5_2H_QUARTERSTAFF_AVALON@2                                      : Expert's Grailseeker
8777: T5_2H_QUARTERSTAFF_AVALON@3                                      : Expert's Grailseeker
8778: T5_2H_QUARTERSTAFF_AVALON@4                                      : Expert's Grailseeker
8779: T6_2H_QUARTERSTAFF_AVALON                                        : Master's Grailseeker
8780: T6_2H_QUARTERSTAFF_AVALON@1                                      : Master's Grailseeker
8781: T6_2H_QUARTERSTAFF_AVALON@2                                      : Master's Grailseeker
8782: T6_2H_QUARTERSTAFF_AVALON@3                                      : Master's Grailseeker
8783: T6_2H_QUARTERSTAFF_AVALON@4                                      : Master's Grailseeker
8784: T7_2H_QUARTERSTAFF_AVALON                                        : Grandmaster's Grailseeker
8785: T7_2H_QUARTERSTAFF_AVALON@1                                      : Grandmaster's Grailseeker
8786: T7_2H_QUARTERSTAFF_AVALON@2                                      : Grandmaster's Grailseeker
8787: T7_2H_QUARTERSTAFF_AVALON@3                                      : Grandmaster's Grailseeker
8788: T7_2H_QUARTERSTAFF_AVALON@4                                      : Grandmaster's Grailseeker
8789: T8_2H_QUARTERSTAFF_AVALON                                        : Elder's Grailseeker
8790: T8_2H_QUARTERSTAFF_AVALON@1                                      : Elder's Grailseeker
8791: T8_2H_QUARTERSTAFF_AVALON@2                                      : Elder's Grailseeker
8792: T8_2H_QUARTERSTAFF_AVALON@3                                      : Elder's Grailseeker
8793: T8_2H_QUARTERSTAFF_AVALON@4                                      : Elder's Grailseeker
8794: T4_2H_DOUBLEBLADEDSTAFF_CRYSTAL                                  : Adept's Phantom Twinblade
8795: T4_2H_DOUBLEBLADEDSTAFF_CRYSTAL@1                                : Adept's Phantom Twinblade
8796: T4_2H_DOUBLEBLADEDSTAFF_CRYSTAL@2                                : Adept's Phantom Twinblade
8797: T4_2H_DOUBLEBLADEDSTAFF_CRYSTAL@3                                : Adept's Phantom Twinblade
8798: T4_2H_DOUBLEBLADEDSTAFF_CRYSTAL@4                                : Adept's Phantom Twinblade
8799: T5_2H_DOUBLEBLADEDSTAFF_CRYSTAL                                  : Expert's Phantom Twinblade
8800: T5_2H_DOUBLEBLADEDSTAFF_CRYSTAL@1                                : Expert's Phantom Twinblade
8801: T5_2H_DOUBLEBLADEDSTAFF_CRYSTAL@2                                : Expert's Phantom Twinblade
8802: T5_2H_DOUBLEBLADEDSTAFF_CRYSTAL@3                                : Expert's Phantom Twinblade
8803: T5_2H_DOUBLEBLADEDSTAFF_CRYSTAL@4                                : Expert's Phantom Twinblade
8804: T6_2H_DOUBLEBLADEDSTAFF_CRYSTAL                                  : Master's Phantom Twinblade
8805: T6_2H_DOUBLEBLADEDSTAFF_CRYSTAL@1                                : Master's Phantom Twinblade
8806: T6_2H_DOUBLEBLADEDSTAFF_CRYSTAL@2                                : Master's Phantom Twinblade
8807: T6_2H_DOUBLEBLADEDSTAFF_CRYSTAL@3                                : Master's Phantom Twinblade
8808: T6_2H_DOUBLEBLADEDSTAFF_CRYSTAL@4                                : Master's Phantom Twinblade
8809: T7_2H_DOUBLEBLADEDSTAFF_CRYSTAL                                  : Grandmaster's Phantom Twinblade
8810: T7_2H_DOUBLEBLADEDSTAFF_CRYSTAL@1                                : Grandmaster's Phantom Twinblade
8811: T7_2H_DOUBLEBLADEDSTAFF_CRYSTAL@2                                : Grandmaster's Phantom Twinblade
8812: T7_2H_DOUBLEBLADEDSTAFF_CRYSTAL@3                                : Grandmaster's Phantom Twinblade
8813: T7_2H_DOUBLEBLADEDSTAFF_CRYSTAL@4                                : Grandmaster's Phantom Twinblade
8814: T8_2H_DOUBLEBLADEDSTAFF_CRYSTAL                                  : Elder's Phantom Twinblade
8815: T8_2H_DOUBLEBLADEDSTAFF_CRYSTAL@1                                : Elder's Phantom Twinblade
8816: T8_2H_DOUBLEBLADEDSTAFF_CRYSTAL@2                                : Elder's Phantom Twinblade
8817: T8_2H_DOUBLEBLADEDSTAFF_CRYSTAL@3                                : Elder's Phantom Twinblade
8818: T8_2H_DOUBLEBLADEDSTAFF_CRYSTAL@4                                : Elder's Phantom Twinblade
8819: T3_MAIN_HAMMER                                                   : Journeyman's Hammer
8820: T4_MAIN_HAMMER                                                   : Adept's Hammer
8821: T4_MAIN_HAMMER@1                                                 : Adept's Hammer
8822: T4_MAIN_HAMMER@2                                                 : Adept's Hammer
8823: T4_MAIN_HAMMER@3                                                 : Adept's Hammer
8824: T4_MAIN_HAMMER@4                                                 : Adept's Hammer
8825: T5_MAIN_HAMMER                                                   : Expert's Hammer
8826: T5_MAIN_HAMMER@1                                                 : Expert's Hammer
8827: T5_MAIN_HAMMER@2                                                 : Expert's Hammer
8828: T5_MAIN_HAMMER@3                                                 : Expert's Hammer
8829: T5_MAIN_HAMMER@4                                                 : Expert's Hammer
8830: T6_MAIN_HAMMER                                                   : Master's Hammer
8831: T6_MAIN_HAMMER@1                                                 : Master's Hammer
8832: T6_MAIN_HAMMER@2                                                 : Master's Hammer
8833: T6_MAIN_HAMMER@3                                                 : Master's Hammer
8834: T6_MAIN_HAMMER@4                                                 : Master's Hammer
8835: T7_MAIN_HAMMER                                                   : Grandmaster's Hammer
8836: T7_MAIN_HAMMER@1                                                 : Grandmaster's Hammer
8837: T7_MAIN_HAMMER@2                                                 : Grandmaster's Hammer
8838: T7_MAIN_HAMMER@3                                                 : Grandmaster's Hammer
8839: T7_MAIN_HAMMER@4                                                 : Grandmaster's Hammer
8840: T8_MAIN_HAMMER                                                   : Elder's Hammer
8841: T8_MAIN_HAMMER@1                                                 : Elder's Hammer
8842: T8_MAIN_HAMMER@2                                                 : Elder's Hammer
8843: T8_MAIN_HAMMER@3                                                 : Elder's Hammer
8844: T8_MAIN_HAMMER@4                                                 : Elder's Hammer
8845: T4_2H_POLEHAMMER                                                 : Adept's Polehammer
8846: T4_2H_POLEHAMMER@1                                               : Adept's Polehammer
8847: T4_2H_POLEHAMMER@2                                               : Adept's Polehammer
8848: T4_2H_POLEHAMMER@3                                               : Adept's Polehammer
8849: T4_2H_POLEHAMMER@4                                               : Adept's Polehammer
8850: T5_2H_POLEHAMMER                                                 : Expert's Polehammer
8851: T5_2H_POLEHAMMER@1                                               : Expert's Polehammer
8852: T5_2H_POLEHAMMER@2                                               : Expert's Polehammer
8853: T5_2H_POLEHAMMER@3                                               : Expert's Polehammer
8854: T5_2H_POLEHAMMER@4                                               : Expert's Polehammer
8855: T6_2H_POLEHAMMER                                                 : Master's Polehammer
8856: T6_2H_POLEHAMMER@1                                               : Master's Polehammer
8857: T6_2H_POLEHAMMER@2                                               : Master's Polehammer
8858: T6_2H_POLEHAMMER@3                                               : Master's Polehammer
8859: T6_2H_POLEHAMMER@4                                               : Master's Polehammer
8860: T7_2H_POLEHAMMER                                                 : Grandmaster's Polehammer
8861: T7_2H_POLEHAMMER@1                                               : Grandmaster's Polehammer
8862: T7_2H_POLEHAMMER@2                                               : Grandmaster's Polehammer
8863: T7_2H_POLEHAMMER@3                                               : Grandmaster's Polehammer
8864: T7_2H_POLEHAMMER@4                                               : Grandmaster's Polehammer
8865: T8_2H_POLEHAMMER                                                 : Elder's Polehammer
8866: T8_2H_POLEHAMMER@1                                               : Elder's Polehammer
8867: T8_2H_POLEHAMMER@2                                               : Elder's Polehammer
8868: T8_2H_POLEHAMMER@3                                               : Elder's Polehammer
8869: T8_2H_POLEHAMMER@4                                               : Elder's Polehammer
8870: T4_2H_HAMMER                                                     : Adept's Great Hammer
8871: T4_2H_HAMMER@1                                                   : Adept's Great Hammer
8872: T4_2H_HAMMER@2                                                   : Adept's Great Hammer
8873: T4_2H_HAMMER@3                                                   : Adept's Great Hammer
8874: T4_2H_HAMMER@4                                                   : Adept's Great Hammer
8875: T5_2H_HAMMER                                                     : Expert's Great Hammer
8876: T5_2H_HAMMER@1                                                   : Expert's Great Hammer
8877: T5_2H_HAMMER@2                                                   : Expert's Great Hammer
8878: T5_2H_HAMMER@3                                                   : Expert's Great Hammer
8879: T5_2H_HAMMER@4                                                   : Expert's Great Hammer
8880: T6_2H_HAMMER                                                     : Master's Great Hammer
8881: T6_2H_HAMMER@1                                                   : Master's Great Hammer
8882: T6_2H_HAMMER@2                                                   : Master's Great Hammer
8883: T6_2H_HAMMER@3                                                   : Master's Great Hammer
8884: T6_2H_HAMMER@4                                                   : Master's Great Hammer
8885: T7_2H_HAMMER                                                     : Grandmaster's Great Hammer
8886: T7_2H_HAMMER@1                                                   : Grandmaster's Great Hammer
8887: T7_2H_HAMMER@2                                                   : Grandmaster's Great Hammer
8888: T7_2H_HAMMER@3                                                   : Grandmaster's Great Hammer
8889: T7_2H_HAMMER@4                                                   : Grandmaster's Great Hammer
8890: T8_2H_HAMMER                                                     : Elder's Great Hammer
8891: T8_2H_HAMMER@1                                                   : Elder's Great Hammer
8892: T8_2H_HAMMER@2                                                   : Elder's Great Hammer
8893: T8_2H_HAMMER@3                                                   : Elder's Great Hammer
8894: T8_2H_HAMMER@4                                                   : Elder's Great Hammer
8895: T4_2H_HAMMER_UNDEAD                                              : Adept's Tombhammer
8896: T4_2H_HAMMER_UNDEAD@1                                            : Adept's Tombhammer
8897: T4_2H_HAMMER_UNDEAD@2                                            : Adept's Tombhammer
8898: T4_2H_HAMMER_UNDEAD@3                                            : Adept's Tombhammer
8899: T4_2H_HAMMER_UNDEAD@4                                            : Adept's Tombhammer
8900: T5_2H_HAMMER_UNDEAD                                              : Expert's Tombhammer
8901: T5_2H_HAMMER_UNDEAD@1                                            : Expert's Tombhammer
8902: T5_2H_HAMMER_UNDEAD@2                                            : Expert's Tombhammer
8903: T5_2H_HAMMER_UNDEAD@3                                            : Expert's Tombhammer
8904: T5_2H_HAMMER_UNDEAD@4                                            : Expert's Tombhammer
8905: T6_2H_HAMMER_UNDEAD                                              : Master's Tombhammer
8906: T6_2H_HAMMER_UNDEAD@1                                            : Master's Tombhammer
8907: T6_2H_HAMMER_UNDEAD@2                                            : Master's Tombhammer
8908: T6_2H_HAMMER_UNDEAD@3                                            : Master's Tombhammer
8909: T6_2H_HAMMER_UNDEAD@4                                            : Master's Tombhammer
8910: T7_2H_HAMMER_UNDEAD                                              : Grandmaster's Tombhammer
8911: T7_2H_HAMMER_UNDEAD@1                                            : Grandmaster's Tombhammer
8912: T7_2H_HAMMER_UNDEAD@2                                            : Grandmaster's Tombhammer
8913: T7_2H_HAMMER_UNDEAD@3                                            : Grandmaster's Tombhammer
